hostname,pl_letter,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_radj,pl_radjerr1,pl_radjerr2,sy_dist,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2,hd_name,hip_name
"Kepler-1319","b","Transit",,,,,,,,,,,,,,,,0.142,0.007,-0.030,103.9170000,,,,0.50,0.01,-0.01,,
"Kepler-1319","b","Transit",2.88676240,0.00000374,-0.00000374,,,,,,,,,,,,,,,,103.9170000,0.50,0.02,-0.02,0.50,0.01,-0.01,,
"Kepler-203","d","Transit",11.32972000,0.00008000,-0.00008000,0.100000,,,,,,,,,,,,0.128,0.025,-0.025,703.3020000,,,,1.11,0.21,-0.21,,
"Kepler-318","c","Transit",11.81500050,0.00000086,-0.00000086,,,,,,,,,,,,,,,,489.1410000,1.08,0.15,-0.13,0.95,0.05,-0.04,,
"Kepler-318","c","Transit",11.81500401,0.00000608,-0.00000608,,,,,,,,,,,,,,,,489.1410000,1.08,0.15,-0.13,0.95,0.05,-0.04,,
"Kepler-318","c","Transit",11.81501740,0.00010740,-0.00010740,0.103300,,,0.000000,,,87.150,,,,,,,,,489.1410000,1.05,0.05,-0.08,0.94,0.16,-0.04,,
"Kepler-318","c","Transit",11.81501740,0.00010740,-0.00010740,,,,,,,,,,,,,,,,489.1410000,1.08,0.15,-0.13,0.95,0.05,-0.04,,
"Kepler-411","b","Transit",3.00515570,0.00000202,-0.00000202,0.038300,,,0.000000,,,89.950,,,,,,,,,153.6760000,0.83,0.03,-0.06,0.77,0.05,-0.03,,
"Kepler-973","b","Transit",49.60805000,0.00030000,-0.00030000,0.243000,,,0.000000,,,89.380,,,,,,,,,328.5200000,0.78,0.08,-0.08,0.81,0.48,-0.48,,
"Kepler-973","b","Transit",49.60757710,0.00010000,-0.00010000,0.250800,,,0.000000,,,89.500,,,,,,,,,328.5200000,0.86,0.03,-0.07,0.77,0.07,-0.03,,
"Kepler-381","c","Transit",13.39155154,0.00005939,-0.00005939,0.117300,,,0.000000,,,88.800,,,,,,,,,267.3230000,1.20,0.14,-0.16,2.19,0.34,-0.58,,
"Kepler-139","c","Transit",157.07287800,0.00172000,-0.00172000,0.586000,,,,,,,,,,,,0.302,0.062,-0.062,391.0380000,,,,1.30,0.25,-0.25,,
"Kepler-1207","b","Transit",13.68237119,0.00008986,-0.00008986,0.115600,,,0.000000,,,87.660,,,,,,,,,1754.1900000,1.10,0.21,-0.14,1.03,0.42,-0.10,,
"Kepler-141","b","Transit",3.10763873,0.00001440,-0.00001440,0.040900,,,0.000000,,,87.660,,,,,,,,,301.1830000,0.94,0.36,-0.02,18.94,5.89,-1.91,,
"Kepler-1210","b","Transit",8.07123121,0.00005465,-0.00005465,,,,,,,,,,,,,,,,1176.5300000,0.94,,,0.95,,,,
"Kepler-1339","b","Transit",1.34155513,0.00000370,-0.00000370,0.023300,,,0.000000,,,89.380,,,,,,,,,371.0490000,0.94,0.17,-0.09,1.41,0.64,-0.40,,
"Kepler-212","b","Transit",16.25758200,0.00037800,-0.00037800,0.133000,,,,,,,,,,,,0.097,0.019,-0.019,687.1940000,,,,1.46,0.27,-0.27,,
"Kepler-1340","b","Transit",0.66502692,0.00000160,-0.00000160,,,,,,,,,,,,,0.138,0.062,-0.024,981.7790000,1.27,0.20,-0.14,1.42,0.64,-0.25,,
"Kepler-1394","b","Transit",3.93766786,0.00003442,-0.00003442,0.055500,,,0.000000,,,87.960,,,,,,,,,640.4090000,1.47,0.18,-0.22,2.74,0.32,-0.76,,
"Kepler-1396","b","Transit",18.22078584,0.00001225,-0.00001225,,,,,,,,,,,,,,,,1066.4600000,1.06,,,1.22,,,,
"Kepler-1397","b","Transit",47.44949000,0.00080000,-0.00080000,0.255000,,,0.000000,,,88.810,,,,,,,,,1198.2500000,0.98,0.08,-0.08,0.97,0.41,-0.41,,
"Kepler-1398","b","Transit",2.78814353,0.00001987,-0.00001987,,,,,,,,,,,,,,,,852.2040000,1.11,,,1.33,,,,
"Kepler-1399","b","Transit",,,,,,,,,,,,,,,,0.119,0.012,-0.012,1385.7000000,,,,1.01,0.10,-0.09,,
"Kepler-1399","b","Transit",1.63865112,0.00000852,-0.00000852,,,,,,,,,,,,,,,,1385.7000000,0.98,,,1.09,,,,
"Kepler-1401","b","Transit",11.20058855,0.00007691,-0.00007691,0.097500,,,0.000000,,,81.710,,,,,,,,,1425.4300000,0.98,0.12,-0.12,0.90,0.25,-0.08,,
"Kepler-367","b","Transit",,,,,,,,,,,,,,,,0.107,0.028,-0.007,188.0270000,,,,0.70,0.03,-0.03,,
"Kepler-367","b","Transit",37.81647660,0.00000180,-0.00000180,,,,,,,,,,,,,,,,188.0270000,0.78,0.10,-0.08,0.71,0.06,-0.05,,
"Kepler-203","d","Transit",11.32984000,0.00019000,-0.00019000,0.099000,,,0.000000,,,89.950,,,,,,,,,703.3020000,1.01,0.15,-0.15,0.91,0.63,-0.63,,
"Kepler-400","b","Transit",9.02436094,0.00000319,-0.00000319,,,,,,,,,,,,,,,,845.9700000,,,,,,,,
"Kepler-400","b","Transit",9.02436414,0.00004004,-0.00004004,,,,,,,,,,,,,,,,845.9700000,,,,,,,,
"Kepler-401","b","Transit",14.38322670,0.00008624,-0.00008624,0.118800,,,0.000000,,,85.840,,,,,,,,,965.5600000,1.08,0.10,-0.07,1.29,0.22,-0.22,,
"Kepler-1321","b","Transit",11.12827427,0.00002074,-0.00002074,,,,,,,,,,,,,,,,769.1460000,0.63,,,0.76,,,,
"Kepler-204","c","Transit",25.65950000,0.00057000,-0.00057000,0.173000,,,0.000000,,,88.810,,,,,,,,,686.7230000,1.05,0.13,-0.13,1.07,0.52,-0.52,,
"Kepler-204","c","Transit",25.66138160,0.00031780,-0.00031780,,,,,,,,,,,,,,,,686.7230000,1.04,,,1.03,,,,
"Kepler-305","c","Transit",8.29084167,0.00003128,-0.00003128,,,,,,,,,,,,,,,,868.4770000,0.82,,,0.83,,,,
"Kepler-54","d","Transit",,,,,,,,,,,,,,,,0.164,0.014,-0.014,271.7010000,0.56,0.06,-0.06,0.53,0.04,-0.04,,
"Kepler-305","e","Transit",3.20539833,0.00001610,-0.00001610,0.038900,,,0.000000,,,89.380,,,,,,,,,868.4770000,0.76,0.13,-0.06,0.80,0.20,-0.08,,
"Kepler-1047","b","Transit",56.18868870,0.00027560,-0.00027560,0.285500,,,0.000000,,,89.950,,,,,,,,,817.6470000,0.98,0.13,-0.11,0.96,0.39,-0.10,,
"Kepler-188","b","Transit",2.06190736,0.00000517,-0.00000517,,,,,,,,,,,,,0.131,0.019,-0.011,968.5440000,0.98,0.04,-0.06,0.96,0.17,-0.07,,
"Kepler-1062","b","Transit",,,,,,,,,,,,,,,,0.165,0.012,-0.017,397.4550000,,,,0.73,0.06,-0.05,,
"Kepler-1063","b","Transit",14.07971466,0.00002871,-0.00002871,0.110500,,,0.000000,,,89.950,,,,,,,,,343.2260000,0.91,0.09,-0.07,0.88,0.35,-0.08,,
"Kepler-91","b","Transit",6.24658000,0.00008200,-0.00008200,0.072000,0.002000,-0.007000,0.066000,0.013000,-0.017000,68.500,1.000,-1.600,0.88000,0.17000,-0.33000,1.384,0.011,-0.054,1294.6900000,1.31,0.10,-0.10,6.30,0.16,-0.16,,
"Kepler-1113","b","Transit",42.30066080,0.00000536,-0.00000536,,,,,,,,,,,,,,,,1073.8800000,1.10,,,1.02,,,,
"Kepler-520","c","Transit",5.21105800,0.00005400,-0.00005400,0.061000,,,0.000000,,,85.940,,,,,,,,,623.9010000,1.14,0.04,-0.04,1.09,0.05,-0.05,,
"Kepler-380","b","Transit",,,,,,,,,,,,,,,,0.115,0.007,-0.006,813.7130000,,,,1.27,0.06,-0.06,,
"Kepler-213","c","Transit",,,,,,,,,,,,,,,,0.217,0.016,-0.034,634.9390000,,,,1.10,0.05,-0.04,,
"Kepler-404","b","Transit",,,,,,,,,,,,,,,,0.096,0.009,-0.008,812.5240000,,,,0.79,0.04,-0.04,,
"Kepler-1343","b","Transit",3.35182400,0.00001600,-0.00001600,0.045000,,,0.000000,,,84.800,,,,,,,,,1756.7100000,1.10,0.11,-0.11,1.01,0.41,-0.41,,
"Kepler-1344","b","Transit",4.76830490,0.00001895,-0.00001895,,,,,,,,,,,,,0.164,0.045,-0.018,853.9590000,1.09,0.09,-0.07,1.13,0.31,-0.12,,
"Kepler-122","f","Transit Timing Variations",56.26038914,0.00000412,-0.00000412,,,,,,,,,,,,,,,,1027.4500000,1.11,,,1.26,,,,
"Kepler-122","f","Transit Timing Variations",56.25908810,0.00028000,-0.00028000,,,,,,,,,,,,,,,,1027.4500000,1.11,,,1.26,,,,
"Kepler-1345","b","Transit",44.61731000,0.00041000,-0.00041000,0.270000,,,0.000000,,,87.660,,,,,,,,,1355.0200000,1.31,0.16,-0.16,1.46,0.66,-0.66,,
"Kepler-1347","b","Transit",14.00947528,0.00007001,-0.00007001,0.104000,,,0.000000,,,89.950,,,,,,,,,,0.76,0.05,-0.04,0.77,0.05,-0.04,,
"Kepler-230","c","Transit",91.77221000,0.00100400,-0.00100400,,,,,,,,,,,,,0.195,0.017,-0.018,740.7540000,0.84,0.05,-0.06,0.81,0.06,-0.06,,
"Kepler-368","b","Transit",,,,,,,,,,,,,,,,0.306,0.014,-0.019,770.9780000,,,,2.13,0.10,-0.09,,
"Kepler-1132","b","Transit",62.89270326,0.00001051,-0.00001051,,,,,,,,,,,,,,,,867.9310000,0.88,,,0.80,,,,
"Kepler-1132","b","Transit",62.89174930,0.00046370,-0.00046370,0.288100,,,0.000000,,,89.360,,,,,,,,,867.9310000,0.81,0.06,-0.03,0.85,0.04,-0.07,,
"Kepler-1133","b","Transit",11.55562343,0.00003409,-0.00003409,,,,,,,,,,,,,0.176,0.021,-0.013,753.1350000,0.93,0.05,-0.06,0.90,0.10,-0.06,,
"Kepler-370","c","Transit",19.02490319,0.00008015,-0.00008015,,,,,,,,,,,,,,,,1167.9400000,1.00,,,1.05,,,,
"Kepler-370","c","Transit",19.02339000,0.00037000,-0.00037000,0.139000,,,0.000000,,,88.240,,,,,,,,,1167.9400000,0.99,0.08,-0.08,0.88,0.39,-0.39,,
"Kepler-370","c","Transit",19.02315200,0.00011320,-0.00011320,0.138100,,,0.000000,,,89.380,,,,,,,,,1167.9400000,0.97,0.10,-0.11,0.87,0.35,-0.07,,
"Kepler-1136","b","Transit",2.36172433,0.00000365,-0.00000365,0.029900,,,0.000000,,,89.950,,,,,,,,,491.4060000,0.64,0.07,-0.05,0.65,0.05,-0.07,,
"Kepler-305","e","Transit",3.20539622,0.00001401,-0.00001401,,,,,,,,,,,,,,,,868.4770000,0.82,,,0.83,,,,
"Kepler-305","d","Transit",16.73893293,0.00010157,-0.00010157,,,,,,,,,,,,,,,,868.4770000,0.82,,,0.83,,,,
"Kepler-306","e","Transit",44.84122140,0.00028790,-0.00028790,,,,,,,,,,,,,0.210,0.010,-0.009,775.6790000,0.81,0.03,-0.03,0.74,0.02,-0.02,,
"Kepler-306","e","Transit",44.84111680,0.00027810,-0.00027810,,,,,,,,,,,,,,,,775.6790000,0.81,,,0.79,,,,
"Kepler-307","c","Transit",13.08428012,0.00000254,-0.00000254,,,,,,,,,,,,,,,,575.5810000,0.97,,,0.95,,,,
"Kepler-84","d","Transit",4.22448800,0.00006600,-0.00006600,0.051000,,,0.000000,,,86.520,,,,,,,,,1023.9000000,1.02,0.12,-0.12,1.03,0.50,-0.50,,
"Kepler-310","d","Transit",92.87560000,0.00120000,-0.00120000,0.397000,,,0.000000,,,89.380,,,,,,,,,602.2680000,0.97,0.13,-0.13,0.90,0.48,-0.48,,
"Kepler-55","e","Transit",,,,,,,,,,,,,,,,0.152,0.020,-0.013,578.7960000,,,,0.68,0.03,-0.03,,
"Kepler-956","b","Transit",5.24867263,0.00000312,-0.00000312,,,,,,,,,,,,,0.268,0.070,-0.034,544.9390000,1.10,0.09,-0.07,1.15,0.30,-0.14,,
"Kepler-136","c","Transit",16.39922000,0.00012000,-0.00012000,0.134000,,,0.000000,,,88.810,,,,,,,,,420.8180000,1.20,0.04,-0.04,1.21,0.11,-0.11,,
"Kepler-136","c","Transit",16.39926461,0.00003373,-0.00003373,,,,,,,,,,,,,,,,420.8180000,1.19,0.19,-0.15,1.49,0.11,-0.06,,
"Kepler-1194","b","Transit",16.22378479,0.00007758,-0.00007758,,,,,,,,,,,,,,,,757.3820000,,,,,,,,
"Kepler-1195","b","Transit",8.49640437,0.00002908,-0.00002908,,,,,,,,,,,,,,,,918.5660000,0.84,,,0.78,,,,
"Kepler-1196","b","Transit",66.18490310,0.00046610,-0.00046610,0.314600,,,0.000000,,,89.950,,,,,,,,,922.3330000,0.95,0.11,-0.11,0.87,0.37,-0.07,,
"Kepler-1197","b","Transit",,,,,,,,,,,,,,,,0.100,0.010,-0.005,486.9400000,,,,0.68,0.03,-0.03,,
"Kepler-1199","b","Transit",15.04477548,0.00001014,-0.00001014,,,,,,,,,,,,,,,,563.4930000,,,,,,,,
"Kepler-1200","b","Transit",1.11854972,0.00000312,-0.00000312,0.018900,,,0.000000,,,85.940,,,,,,,,,588.7150000,0.72,0.04,-0.07,0.67,0.06,-0.05,,
"Kepler-138","b","Transit",10.31320643,0.00002654,-0.00002654,,,,,,,,,,,,,0.057,0.004,-0.003,66.8624000,0.56,0.02,-0.02,0.53,0.02,-0.02,,
"Kepler-230","c","Transit",91.77221000,0.00100400,-0.00100400,0.376700,,,0.000000,,,89.950,,,,,,,,,740.7540000,0.85,0.11,-0.08,0.80,0.35,-0.06,,
"Kepler-233","c","Transit",60.41896236,0.00000746,-0.00000746,,,,,,,,,,,,,,,,856.4170000,0.88,,,0.85,,,,
"Kepler-233","c","Transit",60.41898964,0.00038938,-0.00038938,,,,,,,,,,,,,,,,856.4170000,0.88,,,0.85,,,,
"Kepler-106","d","Transit",23.98008540,0.00020030,-0.00020030,,,,,,,,,,,,,,,,444.3220000,1.07,0.14,-0.13,1.06,0.07,-0.04,,
"Kepler-238","f","Transit",,,,,,,,,,,,,,,,0.281,0.020,-0.021,1798.7500000,,,,1.63,0.10,-0.09,,
"Kepler-238","f","Transit",50.44540000,0.00130000,-0.00130000,0.265000,,,0.000000,,,87.660,,,,,,,,,1798.7500000,0.97,0.33,-0.33,0.90,1.30,-1.30,,
"Kepler-722","c","Transit",105.14474900,0.00167500,-0.00167500,0.447100,,,0.000000,,,89.950,,,,,,,,,1239.5000000,1.08,0.15,-0.13,1.00,0.32,-0.09,,
"Kepler-262","b","Transit",13.06099268,0.00008014,-0.00008014,,,,,,,,,,,,,,,,613.1290000,0.95,,,0.96,,,,
"Kepler-263","c","Transit",47.33292990,0.00034560,-0.00034560,,,,,,,,,,,,,,,,754.7470000,0.88,,,0.73,,,,
"Kepler-371","b","Transit",34.76272580,0.00000726,-0.00000726,,,,,,,,,,,,,,,,813.1920000,1.04,,,1.31,,,,
"Kepler-145","b","Transit",22.95059544,0.00000491,-0.00000491,,,,,,,,,,,,,,,,566.8500000,1.14,0.16,-0.17,2.00,0.12,-0.08,,
"Kepler-1222","b","Transit",1.91694087,0.00000603,-0.00000603,0.028200,,,0.000000,,,87.570,,,,,,,,,415.2180000,0.81,0.05,-0.03,0.87,0.04,-0.07,,
"Kepler-1223","b","Transit",16.30177000,0.00032000,-0.00032000,0.111000,,,0.000000,,,87.660,,,,,,,,,459.9570000,0.68,0.02,-0.02,0.66,0.02,-0.02,,
"Kepler-1224","b","Transit",13.32351601,0.00007281,-0.00007281,,,,,,,,,,,,,0.119,0.011,-0.007,559.5980000,1.18,0.04,-0.03,1.22,0.10,-0.07,,
"Kepler-1224","b","Transit",13.32358855,0.00013099,-0.00013099,,,,,,,,,,,,,,,,559.5980000,1.21,0.19,-0.16,1.19,0.04,-0.07,,
"Kepler-1226","b","Transit",17.29250624,0.00014701,-0.00014701,,,,,,,,,,,,,,,,1125.7200000,1.10,,,1.41,,,,
"Kepler-1228","b","Transit",0.57736958,0.00000041,-0.00000041,0.012400,,,0.000000,,,89.380,,,,,,,,,515.4530000,0.77,0.11,-0.07,0.72,0.15,-0.05,,
"Kepler-383","b","Transit",12.90467523,0.00007137,-0.00007137,,,,,,,,,,,,,,,,,,,,,,,,
"Kepler-1301","b","Transit",9.08233411,0.00004318,-0.00004318,0.081500,,,0.000000,,,89.560,,,,,,,,,854.2800000,0.88,0.07,-0.10,0.79,0.14,-0.07,,
"Kepler-1303","b","Transit",,,,,,,,,,,,,,,,0.119,0.011,-0.010,897.7830000,,,,0.99,0.08,-0.07,,
"Kepler-395","c","Transit",,,,,,,,,,,,,,,,0.126,0.010,-0.007,421.3820000,,,,0.64,0.02,-0.02,,
"Kepler-395","c","Transit",34.98998858,0.00034164,-0.00034164,,,,,,,,,,,,,,,,421.3820000,0.62,0.02,-0.02,0.64,0.02,-0.02,,
"Kepler-1304","b","Transit",,,,,,,,,,,,,,,,0.623,0.060,-0.178,2176.0800000,,,,2.58,0.19,-0.17,,
"Kepler-1304","b","Transit",16.12888530,0.00011910,-0.00011910,0.113800,,,0.000000,,,83.080,,,,,,,,,2176.0800000,0.76,0.16,-0.06,0.82,0.55,-0.09,,
"Kepler-1305","b","Transit",13.56309720,0.00013850,-0.00013850,0.110900,,,0.000000,,,89.380,,,,,,,,,1575.2300000,0.99,0.11,-0.12,0.90,0.35,-0.07,,
"Kepler-1306","b","Transit",16.29582626,0.00010676,-0.00010676,,,,,,,,,,,,,,,,1107.5000000,0.97,,,1.02,,,,
"Kepler-610","c","Transit",151.86392000,0.00111800,-0.00111800,0.559400,,,0.000000,,,89.950,,,,,,,,,845.8240000,1.01,0.09,-0.12,0.89,0.30,-0.07,,
"Kepler-191","b","Transit",9.93967857,0.00005363,-0.00005363,0.086700,,,0.000000,,,89.380,,,,,,,,,594.4640000,0.88,0.07,-0.09,0.79,0.21,-0.06,,
"Kepler-195","c","Transit",34.09656856,0.00000731,-0.00000731,,,,,,,,,,,,,,,,652.0510000,0.89,,,0.80,,,,
"Kepler-195","c","Transit",34.09634410,0.00019480,-0.00019480,0.196900,,,0.000000,,,89.650,,,,,,,,,652.0510000,0.88,0.06,-0.10,0.79,0.13,-0.07,,
"Kepler-328","b","Transit",34.91897281,0.00003265,-0.00003265,,,,,,,,,,,,,,,,2213.1900000,1.13,,,1.50,,,,
"Kepler-990","c","Transit",0.53835431,0.00000067,-0.00000067,0.012800,,,0.000000,,,87.660,,,,,,,,,802.1630000,0.96,0.12,-0.11,0.93,0.37,-0.09,,
"Kepler-332","c","Transit",15.99551050,0.00000678,-0.00000678,,,,,,,,,,,,,,,,344.1900000,0.81,,,0.70,,,,
"CoRoT-20","b","Transit",9.24285000,0.00030000,-0.00030000,0.089200,0.002800,-0.002800,,,,83.500,3.800,-3.800,5.06000,0.36000,-0.36000,1.160,0.260,-0.260,844.0610000,1.11,0.10,-0.10,1.34,0.37,-0.37,,
"CoRoT-23","b","Transit",3.63130000,0.00010000,-0.00010000,0.048400,0.001100,-0.001200,0.160000,,,85.700,2.600,-1.500,3.09000,0.33000,-0.33000,1.050,0.130,-0.130,1060.9700000,1.14,0.08,-0.08,1.61,0.18,-0.18,,
"CoRoT-2","b","Transit",1.74299609,0.00000059,-0.00000059,,,,,,,88.270,0.150,-0.150,,,,1.475,0.031,-0.031,213.2830000,,,,,,,,
"Kepler-325","c","Transit",12.76220558,0.00005548,-0.00005548,0.104000,,,0.000000,,,87.010,,,,,,,,,823.2420000,0.92,0.05,-0.05,0.94,0.10,-0.08,,
"Kepler-27","c","Transit",31.33050622,0.00003512,-0.00003512,0.193400,,,0.000000,,,88.810,,,,,,,,,1044.3600000,0.98,0.03,-0.06,0.86,0.05,-0.03,,
"HAT-P-41","b","Transit",2.69405000,0.00000400,-0.00000400,,,,0.000000,,,87.700,1.000,-1.000,1.19000,0.60000,-0.60000,2.050,0.500,-0.500,348.1850000,2.56,1.90,-1.90,2.05,0.50,-0.50,,
"WASP-42","b","Transit",4.98168720,0.00000730,-0.00000730,0.054800,0.001700,-0.001700,0.060000,0.013000,-0.013000,88.250,0.270,-0.230,0.50000,0.03500,-0.03500,1.080,0.057,-0.057,177.2910000,0.88,0.09,,0.86,0.04,,,
"WASP-55","b","Transit",4.46659676,,,,,,,,,,,,,,,,,,297.4620000,1.13,0.19,-0.11,1.09,0.05,-0.04,,
"Kepler-359","d","Transit",77.08596400,0.00137100,-0.00137100,0.365800,,,0.000000,,,88.240,,,,,,,,,1443.2100000,1.09,0.22,-0.13,1.03,0.44,-0.09,,
"Kepler-1527","b","Transit",160.13146407,0.00001618,-0.00001618,,,,,,,,,,,,,,,,1842.1300000,1.08,,,1.66,,,,
"Kepler-1528","b","Transit",1.79110997,0.00000548,-0.00000548,0.029600,,,0.000000,,,89.760,,,,,,,,,817.5340000,1.07,0.13,-0.15,1.00,0.32,-0.11,,
"Kepler-1090","b","Transit",,,,,,,,,,,,,,,,0.249,0.054,-0.028,858.7700000,,,,1.01,0.06,-0.05,,
"Kepler-1530","b","Transit",2.59044340,0.00017150,-0.00017150,,,,,,,,,,,,,0.146,0.019,-0.010,489.8760000,0.92,0.04,-0.04,0.88,0.09,-0.05,,
"Kepler-1530","b","Transit",2.59040738,0.00010123,-0.00010123,,,,,,,,,,,,,,,,489.8760000,0.92,,,0.82,,,,
"Kepler-1532","b","Transit",1.09366356,0.00000216,-0.00000216,0.020500,,,0.000000,,,85.370,,,,,,,,,798.2460000,0.96,0.10,-0.11,0.87,0.36,-0.07,,
"HAT-P-14","b","Transit",4.62768200,0.00000300,-0.00000300,,,,,,,84.210,0.160,-0.160,,,,,,,222.6630000,,,,,,,,
"HAT-P-16","b","Transit",2.77597120,0.00000150,-0.00000150,0.041340,0.000440,-0.000450,0.046200,0.002700,-0.002400,86.600,0.700,-0.700,4.22100,0.09200,-0.09200,1.289,0.066,-0.066,226.6370000,1.22,0.04,-0.04,1.24,0.05,-0.05,,
"HAT-P-17","b","Transit",10.33852000,0.00000900,-0.00000900,,,,0.350000,0.010000,-0.010000,89.200,0.150,-0.150,0.58000,0.06000,-0.06000,1.050,0.040,-0.040,92.3831000,0.99,0.15,-0.15,0.87,0.04,-0.04,,
"HAT-P-18","b","Transit",,,,,,,,,,88.530,0.160,-0.160,,,,,,,161.4000000,0.77,0.08,-0.11,0.74,0.06,-0.04,,
"HAT-P-22","b","Transit",3.21222000,0.00000900,-0.00000900,0.041420,0.000530,-0.000540,0.002000,,,86.900,0.600,-0.500,2.17200,0.05500,-0.05600,1.080,0.058,-0.058,81.7647000,0.92,0.04,-0.04,1.04,0.04,-0.04,"HD 233731",
"HAT-P-27","b","Transit",3.03958600,0.00001200,-0.00001200,0.040300,0.000500,-0.000500,0.078000,0.047000,-0.047000,84.700,0.400,-0.700,0.66000,0.03300,-0.03300,1.038,0.077,-0.058,199.1730000,0.94,0.04,-0.04,0.90,0.05,-0.04,,
"HD 106906","b","Imaging",,,,650.000000,,,,,,,,,11.00000,2.00000,-2.00000,,,,103.0290000,1.50,0.10,-0.10,,,,"HD 106906","HIP 59960"
"K2-3","d","Transit",44.56115000,,,,,,,,,,,,,,,0.152,,,44.0727000,,,,0.58,,,,
"HATS-9","b","Transit",1.91530730,0.00000520,-0.00000520,0.030480,0.000380,-0.000370,0.075000,,,86.500,1.600,-2.500,0.82300,0.04100,-0.03900,1.065,0.098,-0.098,638.7000000,1.03,0.04,-0.04,1.50,0.10,-0.04,,
"KELT-7","b","Transit",2.73477000,0.00000400,-0.00000400,,,,0.000000,,,83.760,0.380,-0.380,1.39000,0.22000,-0.22000,1.600,0.060,-0.060,136.6810000,1.76,0.25,-0.25,1.81,0.07,-0.07,"HD 33643","HIP 24323"
"K2-4","b","Transit",10.00329000,0.00159000,-0.00159000,,,,,,,,,,,,,0.211,0.036,-0.036,231.8280000,,,,0.60,0.02,-0.02,,
"K2-4","b","Transit",10.00361000,,,,,,,,,,,,,,,0.229,,,231.8280000,,,,0.62,,,,
"K2-5","c","Transit",10.93406000,0.00205000,-0.00205000,0.078300,0.000700,-0.000700,,,,,,,,,,0.171,0.018,-0.018,202.9430000,0.53,0.01,-0.01,0.52,0.01,-0.01,,
"K2-7","b","Transit",28.67992000,0.00947000,-0.00947000,0.181400,0.004300,-0.004300,,,,,,,,,,0.238,0.050,-0.050,738.5530000,0.97,0.06,-0.06,0.96,0.17,-0.08,,
"K2-8","b","Transit",10.35848367,,,,,,,,,,,,,,,,,,403.5130000,0.77,,,0.77,,,,
"Kepler-378","c","Transit",28.90605260,0.00023300,-0.00023300,,,,,,,,,,,,,,,,152.0940000,0.75,0.11,-0.07,0.71,0.06,-0.04,,
"Kepler-1555","b","Transit",8.10488985,0.00007452,-0.00007452,,,,,,,,,,,,,,,,2013.2700000,1.05,,,1.53,,,,
"WASP-62","b","Transit",4.41195000,0.00000300,-0.00000300,,,,0.000000,,,88.300,0.750,-0.750,0.52000,0.08000,-0.08000,1.320,0.080,-0.080,175.6310000,1.11,0.25,-0.25,1.23,0.08,-0.08,,
"Kepler-1556","b","Transit",8.82713457,0.00004025,-0.00004025,,,,,,,,,,,,,0.175,0.036,-0.013,944.5400000,0.97,0.05,-0.05,0.95,0.19,-0.07,,
"Kepler-1178","b","Transit",31.80551280,0.00060150,-0.00060150,0.159600,,,0.000000,,,89.500,,,,,,,,,482.2870000,0.53,0.04,-0.02,0.53,0.03,-0.03,,
"Kepler-1559","b","Transit",0.97191690,0.00000310,-0.00000310,,,,,,,,,,,,,,,,614.8270000,0.89,,,0.89,,,,
"Kepler-1561","b","Transit",,,,,,,,,,,,,,,,0.084,0.008,-0.007,839.0760000,,,,0.96,0.07,-0.07,,
"Kepler-430","c","Transit",110.97378000,0.00292100,-0.00292100,0.457300,,,0.000000,,,89.950,,,,,,,,,917.4770000,1.03,0.09,-0.07,1.24,0.23,-0.17,,
"Kepler-1563","b","Transit",3.43275373,0.00002416,-0.00002416,,,,,,,,,,,,,,,,616.6970000,,,,,,,,
"Kepler-1563","b","Transit",3.43276598,0.00002976,-0.00002976,0.044200,,,0.000000,,,85.370,,,,,,,,,616.6970000,0.97,0.10,-0.11,0.88,0.37,-0.07,,
"Kepler-1564","b","Transit",18.05375946,0.00001143,-0.00001143,,,,,,,,,,,,,,,,908.8050000,0.95,,,0.97,,,,
"Kepler-1567","b","Transit",,,,,,,,,,,,,,,,0.222,0.023,-0.019,1206.1100000,,,,0.89,0.08,-0.07,,
"HAT-P-14","b","Transit",4.62766910,0.00000500,-0.00000500,0.061080,0.000780,-0.000780,,,,83.010,0.270,-0.270,2.27100,0.08300,-0.08300,1.219,0.059,-0.059,222.6630000,1.42,0.05,-0.05,1.59,0.06,-0.06,,
"Kepler-1535","b","Transit",,,,,,,,,,,,,,,,0.234,0.013,-0.012,897.7330000,,,,1.14,0.05,-0.05,,
"Kepler-1536","b","Transit",364.75803100,0.00582000,-0.00582000,0.850700,,,0.000000,,,89.380,,,,,,,,,387.2480000,0.62,0.07,-0.06,0.63,0.05,-0.07,,
"Kepler-365","c","Transit",17.78412900,0.00021500,-0.00021500,0.137000,,,,,,,,,,,,0.146,0.069,-0.069,1038.9900000,,,,1.05,0.49,-0.49,,
"Kepler-365","c","Transit",17.78382980,0.00013140,-0.00013140,,,,,,,,,,,,,,,,1038.9900000,,,,,,,,
"Kepler-1129","c","Transit",76.53628250,0.00000916,-0.00000916,,,,,,,,,,,,,,,,1183.8800000,0.99,,,1.03,,,,
